id,Latitude,Longitude,Name,Category,Type,tags
4731543474,49.2508094,-122.895012,H&M,shop,clothes,"{'brand': 'H&M', 'brand:wikidata': 'Q188326', 'brand:wikipedia': 'en:H&M', 'name': 'H&M', 'name:en': 'H&M', 'shop': 'clothes'}"
4731543531,49.2504908,-122.8944559,Starbucks,amenity,cafe,"{'amenity': 'cafe', 'brand': 'Starbucks', 'brand:wikidata': 'Q37158', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name': 'Starbucks', 'name:en': 'Starbucks', 'official_name': 'Starbucks Coffee', 'takeaway': 'yes'}"
4731543534,49.2506293,-122.89526,Bootlegger,shop,clothes,"{'brand': 'Bootlegger', 'brand:wikidata': 'Q65947984', 'clothes': 'women', 'name': 'Bootlegger', 'name:en': 'BootLegger', 'shop': 'clothes'}"
4731543535,49.2507011,-122.895268,COBS Bread,shop,bakery,"{'brand': 'COBS Bread', 'brand:wikidata': 'Q4849261', 'brand:wikipedia': 'en:Bakers Delight', 'name': 'COBS Bread', 'name:en': 'Cobs Bread', 'shop': 'bakery'}"
4731543538,49.2508805,-122.8952765,Sheena's Fashions,shop,clothes,"{'name': ""Sheena's Fashions"", 'name:en': ""Sheena's Fashions"", 'shop': 'clothes'}"
4731543540,49.2511321,-122.895141,Kin's Farm Market,shop,greengrocer,"{'check_date': '2023-02-28', 'name': ""Kin's Farm Market"", 'name:en': ""Kin's Farm Market"", 'shop': 'greengrocer'}"
4731543541,49.2509623,-122.895229,Virgin Mobile,shop,mobile_phone,"{'brand': 'Virgin Mobile', 'brand:wikidata': 'Q3560641', 'brand:wikipedia': 'en:Virgin Plus', 'name': 'Virgin Mobile', 'name:en': 'Virgin Mobile', 'shop': 'mobile_phone'}"
4731543543,49.2511654,-122.8962664,Steve Nash Fitness World,leisure,fitness_centre,"{'leisure': 'fitness_centre', 'name': 'Steve Nash Fitness World', 'name:en': 'Steve Nash Fitness World'}"
4731543550,49.2505788,-122.8950787,W,shop,mobile_phone,"{'name': 'W', 'name:en': 'W', 'shop': 'mobile_phone'}"
4731543551,49.2508084,-122.8954165,Zuri,shop,clothes,"{'name': 'Zuri', 'name:en': 'Zuri', 'shop': 'clothes'}"
4731543553,49.2508675,-122.8954145,Mobile Q,shop,mobile_phone,"{'name': 'Mobile Q', 'name:en': 'Mobile Q', 'shop': 'mobile_phone'}"
4731543555,49.2510047,-122.8950028,Iparty Dollar Store,shop,gift,"{'name': 'Iparty Dollar Store', 'name:en': 'Iparty Dollar Store', 'shop': 'gift'}"
4731543556,49.251076,-122.895002,Lougheed,amenity,dentist,"{'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Lougheed', 'name:en': 'Lougheed'}"
4731543559,49.2512857,-122.8958232,Eterna Salon & Day Spa,shop,hairdresser,"{'name': 'Eterna Salon & Day Spa', 'name:en': 'Eterna Salon & Day Spa', 'shop': 'hairdresser'}"
4731543560,49.2513097,-122.8958962,Fitness World,leisure,fitness_centre,"{'check_date': '2023-02-28', 'leisure': 'fitness_centre', 'name': 'Fitness World', 'name:en': 'Paris'}"
4731543564,49.2514654,-122.896415,Hakim Optical,shop,optician,"{'brand': 'Hakim Optical', 'brand:wikidata': 'Q28232761', 'brand:wikipedia': 'en:Hakim Optical', 'check_date': '2023-02-28', 'name': 'Hakim Optical', 'name:en': 'Hakim Optical', 'shop': 'optician'}"
4731543565,49.2512809,-122.8965287,BMO,amenity,bank,"{'amenity': 'bank', 'brand': 'BMO', 'brand:wikidata': 'Q806693', 'brand:wikipedia': 'en:Bank of Montreal', 'check_date': '2023-02-28', 'name': 'BMO', 'name:en': 'BMO', 'official_name': 'Bank of Montreal', 'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-16:00'}"
4731543568,49.251496,-122.896669,IHOP,amenity,restaurant,"{'amenity': 'restaurant', 'brand': 'IHOP', 'brand:wikidata': 'Q1185675', 'brand:wikipedia': 'en:IHOP', 'check_date': '2023-02-28', 'cuisine': 'breakfast;pancake', 'name': 'IHOP', 'name:en': 'Ihop', 'opening_hours': 'Mo-Sa 06:30-21:00; Su 06:30-20:00'}"
4731543570,49.2512205,-122.896145,Coles,shop,books,"{'brand': 'Coles', 'brand:wikidata': 'Q5144641', 'brand:wikipedia': 'en:Coles (bookstore)', 'name': 'Coles', 'name:en': 'Coles', 'shop': 'books'}"
4731543571,49.2511564,-122.896407,The Children's Place,shop,clothes,"{'alt_name': ""Children's Place"", 'brand': ""The Children's Place"", 'brand:wikidata': 'Q3520257', 'brand:wikipedia': ""en:The Children's Place"", 'name': ""The Children's Place"", 'name:en': ""The Children's Place"", 'shop': 'clothes'}"
4731543574,49.2511003,-122.8961467,Cruze-Ing,shop,clothes,"{'name': 'Cruze-Ing', 'name:en': 'Cruze-Ing', 'shop': 'clothes'}"
4731543575,49.2510463,-122.8961458,Epic Menswear,shop,clothes,"{'check_date': '2023-02-25', 'name': 'Epic Menswear', 'name:en': 'Epic Menswear', 'shop': 'clothes'}"
4731543578,49.2509895,-122.8964084,Chatters Salon,shop,hairdresser,"{'check_date': '2023-02-25', 'name': 'Chatters Salon', 'name:en': 'Chatters Salon', 'shop': 'hairdresser'}"
4731543587,49.2506928,-122.8965655,Lougheed Optometrist,shop,optician,"{'name': 'Lougheed Optometrist', 'name:en': 'Lougheed Optometrist', 'shop': 'optician'}"
4731543590,49.2507042,-122.896107,Orange Julius,amenity,fast_food,"{'amenity': 'fast_food', 'check_date': '2023-02-22', 'cuisine': 'juice', 'name': 'Orange Julius', 'name:en': 'Orange Julius', 'website': 'https://www.orangejulius.com/en-ca/'}"
4731543595,49.2507164,-122.8956836,Cinnzeo,amenity,cafe,"{'amenity': 'cafe', 'name': 'Cinnzeo', 'name:en': 'Cinnzeo'}"
4731544022,49.2514883,-122.8948869,LensCrafters,shop,optician,"{'brand': 'LensCrafters', 'brand:wikidata': 'Q6523209', 'brand:wikipedia': 'en:LensCrafters', 'name': 'LensCrafters', 'name:en': 'Lens Crafters', 'shop': 'optician'}"
4731544023,49.2515278,-122.8958482,Booth Wireless,shop,mobile_phone,"{'check_date': '2023-02-28', 'name': 'Booth Wireless', 'name:en': 'Booth Wireless', 'shop': 'mobile_phone'}"
4731544024,49.250742,-122.894835,Rocky Mountain Chocolate Factory,shop,confectionery,"{'brand': 'Rocky Mountain Chocolate Factory', 'brand:wikidata': 'Q7355878', 'brand:wikipedia': 'en:Rocky Mountain Chocolate Factory', 'name': 'Rocky Mountain Chocolate Factory', 'name:en': 'Rocky Mountain Chocolate Factory', 'shop': 'confectionery'}"
4731544026,49.2511575,-122.896146,Showcase,shop,gift,"{'brand': 'Showcase', 'brand:wikidata': 'Q7503163', 'brand:wikipedia': 'en:Showcase (retailer)', 'name': 'Showcase', 'name:en': 'Showcase', 'shop': 'gift'}"
4731544028,49.2508669,-122.896403,Lids,shop,clothes,"{'brand': 'Lids', 'brand:wikidata': 'Q19841609', 'brand:wikipedia': 'en:Lids (store)', 'clothes': 'hats', 'name': 'Lids', 'name:en': 'Lids', 'shop': 'clothes'}"
4731545721,49.2509261,-122.8954172,Alice + Ellis,shop,clothes,"{'name': 'Alice + Ellis', 'name:en': 'Alice + Ellis', 'shop': 'clothes'}"
4731545722,49.2513288,-122.895591,Rogers,shop,mobile_phone,"{'brand': 'Rogers', 'brand:wikidata': 'Q3439663', 'brand:wikipedia': 'en:Rogers Wireless', 'name': 'Rogers', 'name:en': 'Rogers', 'shop': 'mobile_phone'}"
4735466323,49.2268405,-122.997933,Toys R Us,shop,toys,"{'addr:city': 'Burnaby', 'addr:housenumber': '4750', 'addr:province': 'BC', 'addr:street': 'Kingsway', 'brand': 'Toys R Us', 'brand:wikidata': 'Q696334', 'brand:wikipedia': 'en:Toys ""R"" Us', 'level': '-1', 'name': 'Toys R Us', 'opening_hours': 'Tu-We 11:00-20:00; Th-Sa 11:00-21:00; Su-Mo 11:00-19:00', 'phone': '+1-604-668-8330', 'shop': 'toys'}"
4735466324,49.2254996,-122.998933,Tip.Top,shop,clothes,"{'addr:housenumber': '4700', 'addr:street': 'Kingsway', 'addr:unit': '1207', 'level': '-1', 'name': 'Tip.Top', 'shop': 'clothes', 'wheelchair': 'yes'}"
4735466325,49.2255289,-122.9994138,Time's Fashion,shop,jewelry,"{'level': '-1', 'name': ""Time's Fashion"", 'name:en': ""Time's Fashion"", 'shop': 'jewelry', 'wheelchair': 'yes'}"
4735466328,49.2251477,-122.9992956,Maxim’s Bakery,shop,bakery,"{'indoor_seating': 'no', 'level': '-1', 'name': 'Maxim’s Bakery', 'opening_hours': 'Mo-Sa 09:00-19:00', 'outdoor_seating': 'no', 'shop': 'bakery', 'takeaway': 'only'}"
4735490027,49.2254445,-122.9989935,Auto World,shop,toys,"{'level': '-1', 'name': 'Auto World', 'shop': 'toys', 'wheelchair': 'yes'}"
4735490028,49.225577,-122.9993662,Freedom Mobile,shop,mobile_phone,"{'brand': 'Freedom Mobile', 'brand:wikidata': 'Q8023931', 'brand:wikipedia': 'en:Freedom Mobile', 'level': '-1', 'name': 'Freedom Mobile', 'shop': 'mobile_phone'}"
4735494022,49.2260303,-122.9989222,Collector's Den,shop,clothes,"{'level': '-1', 'name': ""Collector's Den"", 'name:en': ""Collector's Den"", 'shop': 'clothes'}"
4735494023,49.2253931,-122.999043,Mega Dental,amenity,dentist,"{'addr:housenumber': '4800', 'addr:street': 'Kingsway', 'addr:unit': '167', 'amenity': 'dentist', 'healthcare': 'dentist', 'level': '-1', 'name': 'Mega Dental', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 10:00-19:00', 'phone': '+1-604-433-5700', 'website': 'https://www.megadentalgroup.ca/', 'wheelchair': 'yes'}"
4735494122,49.225554,-122.998875,Le Château,shop,clothes,"{'branch': 'Menswear', 'brand': 'Le Château', 'brand:wikidata': 'Q6506731', 'brand:wikipedia': 'en:Le Château', 'level': '-1', 'name': 'Le Château', 'shop': 'clothes'}"
4735494124,49.2250946,-122.9993497,Leonardo Jewellers,shop,jewelry,"{'level': '-1', 'name': 'Leonardo Jewellers', 'shop': 'jewelry', 'wheelchair': 'yes'}"
4735494221,49.2256833,-122.999253,Little Monk Pretzels,amenity,bar,"{'amenity': 'bar', 'cuisine': 'pretzel', 'indoor_seating': 'yes', 'level': '-1', 'name': 'Little Monk Pretzels', 'outdoor_seating': 'no', 'smoking': 'no'}"
4735494222,49.2254787,-122.9994689,Gnc Live Well,shop,gift,"{'level': '-1', 'name': 'Gnc Live Well', 'name:en': 'Gnc Live Well', 'shop': 'gift', 'wheelchair': 'yes'}"
4735494223,49.225407,-122.9993894,Bell,shop,mobile_phone,"{'brand': 'Bell', 'brand:wikidata': 'Q2894594', 'brand:wikipedia': 'en:Bell Mobility', 'level': '-1', 'name': 'Bell', 'name:en': 'Bell', 'shop': 'mobile_phone'}"
4739172727,49.2295453,-123.003179,Hey! I am Yogost,amenity,cafe,"{'addr:housenumber': '4560', 'addr:street': 'Kingsway', 'amenity': 'cafe', 'cuisine': 'yogurt;yogurt_drink', 'name': 'Hey! I am Yogost', 'name:zh-Hans': '我是酸奶君', 'opening_hours': 'Mo-Su 11:30-22:00', 'smoking': 'no', 'survey:date': '2021-11-18', 'website': 'https://www.yogostcanada.com/'}"
4739172728,49.2291801,-123.005181,Bona Vista,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1207', 'level': '0', 'name': 'Bona Vista', 'name:en': 'Bona Vista', 'shop': 'gift', 'wheelchair': 'yes'}"
4739172730,49.229171,-123.005049,Telus,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1316', 'brand': 'Telus', 'brand:wikidata': 'Q165858', 'brand:wikipedia': 'en:Telus', 'check_date': '2023-07-21', 'level': '0', 'name': 'Telus', 'shop': 'mobile_phone'}"
4739172732,49.2288122,-123.004447,Location,shop,gift,"{'addr:housenumber': '4500', 'addr:unit': '1617', 'name': 'Location', 'name:en': 'Location', 'shop': 'gift'}"
4739172734,49.2294465,-123.00412,Ecc,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1632', 'name': 'Ecc', 'name:en': 'Ecc', 'shop': 'mobile_phone'}"
4739172736,49.229251,-123.004115,Pop Art,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1820', 'name': 'Pop Art', 'name:en': 'Pop Art', 'shop': 'clothes'}"
4739172738,49.2289833,-123.005096,Mall Express,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1203', 'check_date': '2023-07-21', 'level': '0', 'name': 'Mall Express', 'shop': 'gift'}"
4739172740,49.2289262,-123.0049311,M&Y,shop,jewelry,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1201', 'check_date': '2023-07-21', 'level': '0', 'name': 'M&Y', 'shop': 'jewelry'}"
4739178623,49.2293413,-123.005233,Krystal Houseware,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1235', 'name': 'Krystal Houseware', 'name:en': 'Krystal Houseware', 'shop': 'clothes'}"
4739178624,49.2292934,-123.005025,ABC,shop,laundry,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1320', 'name': 'ABC', 'name:en': 'ABC', 'shop': 'laundry'}"
4739178625,49.2292378,-123.005044,My.Box,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1317', 'name': 'My.Box', 'name:en': 'My.Box', 'shop': 'gift'}"
4739178626,49.229013,-123.004238,Muse,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1816', 'name': 'Muse', 'name:en': 'Muse', 'shop': 'clothes'}"
4739178627,49.2293008,-123.004008,F10 Quick Cut,shop,hairdresser,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1628', 'name': 'F10 Quick Cut', 'name:en': 'F10 Quick Cut', 'shop': 'hairdresser'}"
4739178628,49.2294844,-123.004178,Bz,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1633', 'name': 'Bz', 'name:en': 'Bz', 'shop': 'clothes'}"
4739178723,49.2294441,-123.0049065,Fido,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1329', 'brand': 'Fido', 'brand:wikidata': 'Q3071471', 'brand:wikipedia': 'en:Fido Solutions', 'check_date': '2022-11-01', 'name': 'Fido', 'name:en': 'Fido', 'shop': 'mobile_phone'}"
4739178724,49.2294506,-123.005039,Rogers,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1211', 'brand': 'Rogers', 'brand:wikidata': 'Q3439663', 'brand:wikipedia': 'en:Rogers Wireless', 'check_date': '2022-11-01', 'level': '0', 'name': 'Rogers', 'name:en': 'Rogers', 'shop': 'mobile_phone', 'wheelchair': 'yes'}"
4739178725,49.2293247,-123.00514,Yung Kang Enterprises,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1209', 'name': 'Yung Kang Enterprises', 'name:en': 'Yung Kang Enterprises', 'shop': 'gift'}"
4739178731,49.2288898,-123.004477,Season's,shop,optician,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1810', 'name': ""Season's"", 'name:en': ""Season's"", 'shop': 'optician'}"
4739178732,49.2289206,-123.004359,S&W Pepper House,amenity,restaurant,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1812', 'amenity': 'restaurant', 'name': 'S&W Pepper House', 'name:en': 'S&W Pepper House'}"
4739178734,49.2290651,-123.004194,109 Shibuya,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1817', 'name': '109 Shibuya', 'name:en': '109 Shibuya', 'shop': 'clothes'}"
4739178735,49.2295163,-123.004245,Me Alteration,shop,laundry,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1636', 'name': 'Me Alteration', 'name:en': 'Me Alteration', 'shop': 'laundry'}"
4739178737,49.2295972,-123.00448,iSupport,shop,electronics,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1639', 'name': 'iSupport', 'name:en': 'iSupport', 'shop': 'electronics'}"
4739178738,49.2295568,-123.004312,iFix.cc,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1210', 'name': 'iFix.cc', 'name:en': 'iFix.cc', 'opening_hours': 'Mo-Su 11:30-18:00', 'phone': '+1-604-558-1637', 'shop': 'mobile_phone', 'website': 'https://www.ifix.cc/shop/'}"
4739178741,49.2293102,-123.004121,4500 Kingsway,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1821', 'shop': 'clothes'}"
4739178742,49.2293669,-123.004155,4500 Kingsway,amenity,bar,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1822', 'amenity': 'bar'}"
4739178744,49.2294537,-123.004292,Crystal,shop,hairdresser,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1826', 'name': 'Crystal', 'name:en': 'Crystal', 'shop': 'hairdresser'}"
4739178822,49.2290972,-123.005123,Things n Thanks,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1206', 'level': '0', 'name': 'Things n Thanks', 'name:en': 'Things n Thanks', 'shop': 'gift', 'wheelchair': 'yes'}"
4739178825,49.2289631,-123.004288,Patsy's Beauty Center,shop,hairdresser,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1815', 'name': ""Patsy's Beauty Center"", 'name:en': ""Patsy's Beauty Center"", 'shop': 'hairdresser'}"
4739179921,49.2293588,-123.004034,Little Dress,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1629', 'name': 'Little Dress', 'name:en': 'Little Dress', 'shop': 'clothes'}"
4739180121,49.2291867,-123.004014,Greenfine,shop,clothes,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1626 A', 'name': 'Greenfine', 'name:en': 'Greenfine', 'shop': 'clothes'}"
4740113523,49.2195995,-122.968017,Church's Chicken,amenity,fast_food,"{'addr:city': 'Burnaby', 'addr:housenumber': '6591', 'addr:street': 'Kingsway', 'addr:unit': '103', 'amenity': 'fast_food', 'brand': ""Church's Chicken"", 'brand:wikidata': 'Q1089932', 'brand:wikipedia': ""en:Church's Chicken"", 'cuisine': 'chicken', 'drive_through': 'no', 'name': ""Church's Chicken"", 'opening_hours': '24/7', 'phone': '+1-778-379-5100', 'takeaway': 'yes', 'website': 'https://www.churchschicken.ca/british-columbia/locations/103-6591-kingsway-burnaby/'}"
4740126922,49.2186313,-122.955309,Cora,amenity,restaurant,"{'amenity': 'restaurant', 'brand': 'Cora', 'brand:wikidata': 'Q2996960', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'name': 'Cora', 'name:en': 'Cora', 'opening_hours': 'Mo-Sa 06:00-15:00;Su 07:00-15:00', 'outdoor_seating': 'yes'}"
4740126923,49.2150615,-122.9385781,The Stanjean Center,amenity,community_centre,"{'amenity': 'community_centre', 'name': 'The Stanjean Center', 'name:en': 'The Stanjean Center'}"
4740127021,49.2280225,-122.997355,CIBC,amenity,bank,"{'addr:housenumber': '4755', 'addr:street': 'Kingsway', 'amenity': 'bank', 'atm': 'yes', 'brand': 'CIBC', 'brand:wikidata': 'Q666694', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'drive_through': 'no', 'fax': '+1-604-665-7614', 'name': 'CIBC', 'opening_hours': 'Mo-We 09:00-18:00; Th-Fr 09:00-19:00; Sa 09:00-16:00', 'phone': '+1-604-665-1379', 'website': 'https://locations.cibc.com/bc/burnaby/00410', 'wheelchair': 'yes'}"
4740127022,49.2271779,-122.994869,Metrohealth Clinic,amenity,clinic,"{'addr:city': 'Burnaby', 'addr:housenumber': '4879', 'addr:street': 'Kingsway', 'amenity': 'clinic', 'fax': '+1-604-433-8618', 'healthcare': 'clinic', 'name': 'Metrohealth Clinic', 'phone': '+1-604-433-3341', 'website': 'http://www.metrohealthclinic.ca/'}"
4740898026,49.2285038,-123.0048988,Gibo Health,shop,convenience,"{'name': 'Gibo Health', 'name:en': 'Gibo Health', 'shop': 'convenience'}"
4740898028,49.228748,-123.0047976,Kingwuu,shop,convenience,"{'name': 'Kingwuu', 'name:en': 'Kingwuu', 'shop': 'convenience'}"
4740898029,49.2289598,-123.004768,Freedom Mobile,shop,mobile_phone,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1308', 'brand': 'Freedom Mobile', 'brand:wikidata': 'Q8023931', 'brand:wikipedia': 'en:Freedom Mobile', 'name': 'Freedom Mobile', 'name:en': 'Freedom', 'shop': 'mobile_phone'}"
4740898031,49.2289752,-123.004759,Fung May,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2301', 'amenity': 'fast_food', 'level': '1', 'name': 'Fung May', 'name:en': 'Fung May'}"
4740898032,49.2288579,-123.00467,Tea Plus,amenity,bar,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2122', 'amenity': 'bar', 'check_date': '2022-12-24', 'cuisine': 'bubble_tea', 'level': '1', 'name': 'Tea Plus'}"
4740898033,49.2288122,-123.004688,J & G Fried Chicken,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2121', 'amenity': 'fast_food', 'check_date': '2022-12-24', 'cuisine': 'chicken', 'level': '1', 'name': 'J & G Fried Chicken', 'phone': '+1-604-559-9380', 'survey:date': '2022-08-18', 'website': 'https://www.jgfcwest.ca/'}"
4740898034,49.2287171,-123.004694,Grains Fish Noodle,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2119', 'amenity': 'fast_food', 'check_date': '2022-12-24', 'level': '1', 'name': 'Grains Fish Noodle'}"
4740898035,49.2286734,-123.004702,Shanghai Fortune Cuisine,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2118', 'amenity': 'fast_food', 'level': '1', 'name': 'Shanghai Fortune Cuisine', 'survey:date': '2022-08-18'}"
4740898036,49.2284836,-123.0047158,Bubble Waffle Cafe,amenity,cafe,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2111', 'amenity': 'cafe', 'brand': 'Bubble Waffle Cafe', 'brand:wikidata': 'Q114914529', 'check_date': '2023-04-21', 'cuisine': 'waffle', 'name': 'Bubble Waffle Cafe', 'name:en': 'Bubble Waffle Cafe', 'name:zh-Hant': '雞蛋仔餐廳', 'phone': '+1-604-428-2838', 'takeaway': 'yes', 'website': 'https://www.bubblewafflecafe.ca/'}"
4740898037,49.2286928,-123.00496,Yunnan Cross Bridge Rice Noodle,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2128', 'amenity': 'fast_food', 'check_date': '2022-09-26', 'level': '1', 'name': 'Yunnan Cross Bridge Rice Noodle', 'payment:cards': 'no', 'payment:credit_cards': 'no', 'payment:debit_cards': 'no', 'survey:date': '2022-08-18', 'takeaway': 'yes'}"
4740898038,49.2287233,-123.005074,Crystal Cafe,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2130', 'amenity': 'fast_food', 'level': '1', 'name': 'Crystal Cafe', 'survey:date': '2022-08-18'}"
4740898042,49.2292521,-123.005357,Maxwell,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2222', 'name': 'Maxwell', 'name:en': 'Maxwell', 'shop': 'gift'}"
4740898043,49.2292842,-123.005269,Toys Planet,shop,toys,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2316', 'name': 'Toys Planet', 'name:en': 'Toys Planet', 'shop': 'toys'}"
4740898047,49.2287617,-123.004198,W.W.,shop,jewelry,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2811', 'name': 'W.W.', 'name:en': 'W.W.', 'shop': 'jewelry'}"
4740898049,49.2296221,-123.004139,Reluxe N,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2827', 'name': 'Reluxe N', 'name:en': 'Reluxe N', 'shop': 'gift'}"
4740898051,49.2287426,-123.005125,99 Bbq,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2131', 'amenity': 'fast_food', 'level': '1', 'name': '99 Bbq', 'name:en': '99 Bbq'}"
4740898052,49.2290169,-123.004897,Money Tea,amenity,cafe,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2303', 'amenity': 'cafe', 'check_date': '2023-05-18', 'cuisine': 'bubble_tea', 'level': '1', 'name': 'Money Tea', 'name:en': 'Money Tea', 'name:zh': '財茶', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}"
4740898055,49.2292166,-123.0049498,D&A,shop,hairdresser,"{'name': 'D&A', 'name:en': 'D&A', 'shop': 'hairdresser'}"
4740898059,49.2289446,-123.005263,Taste,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2212', 'name': 'Taste', 'name:en': 'Taste', 'shop': 'gift'}"
4740898060,49.2289876,-123.0053,Yata,shop,hairdresser,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2213', 'name': 'Yata', 'name:en': 'Yata', 'shop': 'hairdresser'}"
4740899624,49.2285921,-123.0048025,Longevita,shop,gift,"{'name': 'Longevita', 'name:en': 'Longevita', 'shop': 'gift'}"
4740899625,49.2286791,-123.0048805,TF,shop,convenience,"{'name': 'TF', 'name:en': 'TF', 'shop': 'convenience'}"
4740899626,49.2286323,-123.004703,Paradise Juice,amenity,bar,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2117', 'amenity': 'bar', 'level': '1', 'name': 'Paradise Juice', 'name:en': 'Paradise Juice'}"
4740902825,49.2284893,-123.0048193,Home Point,shop,gift,"{'name': 'Home Point', 'name:en': 'Home Point', 'shop': 'gift'}"
4740902826,49.2285473,-123.0049011,Dr.Bee,shop,gift,"{'name': 'Dr.Bee', 'name:en': 'Dr.Bee', 'shop': 'gift'}"
4740902827,49.2286931,-123.0047958,Zgl Shop,shop,gift,"{'name': 'Zgl Shop', 'name:en': 'Zgl Shop', 'shop': 'gift'}"
4740902828,49.2292424,-123.0049641,Zakka,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1310', 'name': 'Zakka', 'name:en': 'Zakka', 'shop': 'gift'}"
4740902830,49.2290728,-123.0047336,Suntel,shop,mobile_phone,"{'name': 'Suntel', 'name:en': 'Suntel', 'shop': 'mobile_phone'}"
4740902832,49.2292033,-123.004849,Gibo Health,shop,gift,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '1326', 'name': 'Gibo Health', 'name:en': 'Gibo Health', 'shop': 'gift'}"
4740902834,49.228991,-123.004826,Chef Rong Noodle House,amenity,fast_food,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'addr:unit': '2302', 'amenity': 'fast_food', 'check_date': '2022-12-24', 'level': '1', 'name': 'Chef Rong Noodle House'}"
